,char_0,char_1,char_2,char_3,char_4,char_5,char_6,char_7,char_8,char_9,name
3498,12,0,19,7,8,11,3,0,26,26,mathilda
3499,3,14,11,11,8,4,26,26,26,26,dollie
3500,7,4,19,19,8,4,26,26,26,26,hettie
3501,5,0,13,13,24,26,26,26,26,26,fanny
3502,11,4,13,14,17,0,26,26,26,26,lenora
3503,0,3,4,11,0,8,3,4,26,26,adelaide
3504,11,4,11,8,0,26,26,26,26,26,lelia
3505,13,4,11,11,4,26,26,26,26,26,nelle
3506,18,20,4,26,26,26,26,26,26,26,sue
3507,9,14,7,0,13,13,0,26,26,26,johanna
3508,11,8,11,11,24,26,26,26,26,26,lilly
3509,11,20,2,8,13,3,0,26,26,26,lucinda
3510,12,8,13,4,17,21,0,26,26,26,minerva
3511,11,4,19,19,8,4,26,26,26,26,lettie
3512,17,14,23,8,4,26,26,26,26,26,roxie
3513,7,4,11,4,13,0,26,26,26,26,helena
3514,7,8,11,3,0,26,26,26,26,26,hilda
3515,7,20,11,3,0,26,26,26,26,26,hulda
3516,6,4,13,4,21,8,4,21,4,26,genevieve
3517,2,14,17,3,4,11,8,0,26,26,cordelia
3518,9,4,0,13,4,19,19,4,26,26,jeanette
3519,0,3,4,11,8,13,4,26,26,26,adeline
3520,11,4,0,7,26,26,26,26,26,26,leah
3521,11,20,17,0,26,26,26,26,26,26,lura
3522,12,8,19,19,8,4,26,26,26,26,mittie
3523,8,18,0,1,4,11,11,0,26,26,isabella
3524,14,11,6,0,26,26,26,26,26,26,olga
3525,15,7,14,4,1,4,26,26,26,26,phoebe
3526,19,4,17,4,18,0,26,26,26,26,teresa
3527,11,8,3,0,26,26,26,26,26,26,lida
3528,11,8,13,0,26,26,26,26,26,26,lina
3529,12,0,17,6,20,4,17,8,19,4,marguerite
3530,2,11,0,20,3,8,0,26,26,26,claudia
3531,2,4,2,4,11,8,0,26,26,26,cecelia
3532,1,4,18,18,26,26,26,26,26,26,bess
3533,4,12,8,11,8,4,26,26,26,26,emilie
3534,17,14,18,4,19,19,0,26,26,26,rosetta
3535,12,24,17,19,8,4,26,26,26,26,myrtie
3536,2,4,2,8,11,8,0,26,26,26,cecilia
3537,14,11,8,21,8,0,26,26,26,26,olivia
3538,14,15,7,4,11,8,0,26,26,26,ophelia
3539,4,11,13,14,17,0,26,26,26,26,elnora
3540,21,8,14,11,4,19,26,26,26,26,violet
3541,0,3,4,11,4,26,26,26,26,26,adele
3542,11,8,11,24,26,26,26,26,26,26,lily
3543,11,14,17,4,19,19,0,26,26,26,loretta
3544,12,0,3,6,4,26,26,26,26,26,madge
3545,15,14,11,11,24,26,26,26,26,26,polly
3546,4,20,6,4,13,8,0,26,26,26,eugenia
3547,11,20,2,8,11,4,26,26,26,26,lucile
3548,12,0,1,4,11,11,4,26,26,26,mabelle
3549,17,14,18,0,11,8,4,26,26,26,rosalie
3550,10,8,19,19,8,4,26,26,26,26,kittie
3551,12,4,19,0,26,26,26,26,26,26,meta
3552,0,13,6,8,4,26,26,26,26,26,angie
3553,6,4,14,17,6,8,0,13,0,26,georgiana
3554,11,8,11,0,26,26,26,26,26,26,lila
3555,17,4,6,8,13,0,26,26,26,26,regina
3556,18,4,11,12,0,26,26,26,26,26,selma
3557,22,8,11,7,4,11,12,8,13,0,wilhelmina
3558,1,17,8,3,6,4,19,26,26,26,bridget
3559,11,8,11,11,0,26,26,26,26,26,lilla
3560,12,0,11,8,13,3,0,26,26,26,malinda
3561,21,8,13,0,26,26,26,26,26,26,vina
3562,5,17,4,3,0,26,26,26,26,26,freda
3563,6,4,17,19,8,4,26,26,26,26,gertie
3564,9,4,0,13,13,4,19,19,4,26,jeannette
3565,11,14,20,4,11,11,0,26,26,26,louella
3566,12,0,13,3,24,26,26,26,26,26,mandy
3567,17,14,1,4,17,19,0,26,26,26,roberta
3568,2,14,17,8,13,13,4,26,26,26,corinne
3569,11,24,3,0,26,26,26,26,26,26,lyda
3570,13,0,14,12,8,26,26,26,26,26,naomi
3571,13,14,17,12,0,26,26,26,26,26,norma
3572,12,0,17,6,8,4,26,26,26,26,margie
3573,13,14,13,0,26,26,26,26,26,26,nona
3574,25,4,11,11,0,26,26,26,26,26,zella
3575,3,14,21,8,4,26,26,26,26,26,dovie
3576,4,11,21,8,17,0,26,26,26,26,elvira
3577,4,17,12,0,26,26,26,26,26,26,erma
3578,8,17,12,0,26,26,26,26,26,26,irma
3579,11,4,14,19,0,26,26,26,26,26,leota
3580,1,11,0,13,2,7,26,26,26,26,blanch
3581,2,7,0,17,8,19,24,26,26,26,charity
3582,11,14,17,4,13,0,26,26,26,26,lorena
3583,11,20,2,17,4,19,8,0,26,26,lucretia
3584,14,17,15,7,0,26,26,26,26,26,orpha
3585,0,11,21,8,13,0,26,26,26,26,alvina
3586,0,13,13,4,19,19,4,26,26,26,annette
3587,2,0,19,7,0,17,8,13,4,26,catharine
3588,4,11,12,0,26,26,26,26,26,26,elma
3589,6,4,13,4,21,0,26,26,26,26,geneva
3590,11,4,14,17,0,26,26,26,26,26,leora
3591,11,14,13,0,26,26,26,26,26,26,lona
3592,12,8,17,8,0,12,26,26,26,26,miriam
3593,25,14,17,0,26,26,26,26,26,26,zora
3594,14,2,19,0,21,8,0,26,26,26,octavia
3595,18,20,3,8,4,26,26,26,26,26,sudie
3596,25,20,11,0,26,26,26,26,26,26,zula
3597,0,3,4,11,11,0,26,26,26,26,adella
3598,5,17,8,4,3,0,26,26,26,26,frieda
3599,9,14,0,13,13,0,26,26,26,26,joanna
3600,11,4,14,13,14,17,0,26,26,26,leonora
3601,15,17,8,18,2,8,11,11,0,26,priscilla
3602,19,4,13,13,8,4,26,26,26,26,tennie
3603,0,13,6,4,11,8,13,4,26,26,angeline
3604,3,14,2,8,0,26,26,26,26,26,docia
3605,4,19,19,8,4,26,26,26,26,26,ettie
3606,5,11,14,18,18,8,4,26,26,26,flossie
3607,7,0,13,13,0,26,26,26,26,26,hanna
3608,11,4,19,7,0,26,26,26,26,26,letha
3609,12,8,13,19,0,26,26,26,26,26,minta
3610,17,4,19,19,0,26,26,26,26,26,retta
3611,17,14,18,4,11,11,0,26,26,26,rosella
3612,0,3,0,7,26,26,26,26,26,26,adah
3613,1,4,17,19,0,26,26,26,26,26,berta
3614,4,11,8,18,0,1,4,19,7,26,elisabeth
3615,4,11,8,18,4,26,26,26,26,26,elise
3616,11,4,14,11,0,26,26,26,26,26,leola
3617,12,0,17,6,17,4,19,26,26,26,margret
3618,0,3,0,11,8,13,4,26,26,26,adaline
3619,8,3,4,11,11,0,26,26,26,26,idella
3620,9,20,0,13,8,19,0,26,26,26,juanita
3621,11,4,13,13,0,26,26,26,26,26,lenna
3622,11,20,2,8,4,26,26,26,26,26,lucie
3623,12,8,18,18,14,20,17,8,26,26,missouri
3624,13,14,11,0,26,26,26,26,26,26,nola
3625,25,14,4,26,26,26,26,26,26,26,zoe
3626,4,3,0,26,26,26,26,26,26,26,eda
3627,8,18,0,1,4,11,11,26,26,26,isabell
3628,9,20,11,8,4,26,26,26,26,26,julie
3629,11,4,19,8,19,8,0,26,26,26,letitia
3630,12,0,3,4,11,8,13,4,26,26,madeline
3631,12,0,11,8,18,18,0,26,26,26,malissa
3632,12,0,17,8,0,7,26,26,26,26,mariah
3633,15,0,19,19,8,4,26,26,26,26,pattie
3634,0,11,12,4,3,0,26,26,26,26,almeda
3635,0,20,17,4,11,8,0,26,26,26,aurelia
3636,3,14,11,11,24,26,26,26,26,26,dolly
3637,9,0,13,13,8,4,26,26,26,26,jannie
3638,10,0,19,7,17,8,13,4,26,26,kathrine
3639,11,0,21,8,13,8,0,26,26,26,lavinia
3640,12,0,17,8,4,19,19,0,26,26,marietta
3641,12,4,11,21,8,13,0,26,26,26,melvina
3642,14,13,0,26,26,26,26,26,26,26,ona
3643,15,8,13,10,8,4,26,26,26,26,pinkie
3644,18,20,18,0,13,13,0,26,26,26,susanna
3645,2,7,11,14,4,26,26,26,26,26,chloe
3646,4,11,18,0,26,26,26,26,26,26,elsa
3647,12,0,19,8,4,26,26,26,26,26,matie
3648,15,4,0,17,11,4,26,26,26,26,pearle
3649,21,4,18,19,0,26,26,26,26,26,vesta
3650,21,8,13,13,8,4,26,26,26,26,vinnie
3651,0,13,19,14,8,13,4,19,19,4,antoinette
3652,2,11,4,12,4,13,19,8,13,4,clementine
3653,4,3,24,19,7,4,26,26,26,26,edythe
3654,7,0,17,17,8,4,19,19,4,26,harriette
3655,11,8,1,1,8,4,26,26,26,26,libbie
3656,11,8,11,8,0,13,26,26,26,26,lilian
3657,11,20,19,8,4,26,26,26,26,26,lutie
3658,12,0,6,3,0,11,4,13,0,26,magdalena
3659,12,4,3,0,26,26,26,26,26,26,meda
3660,17,8,19,0,26,26,26,26,26,26,rita
3661,19,4,13,0,26,26,26,26,26,26,tena
3662,25,4,11,12,0,26,26,26,26,26,zelma
3663,0,3,4,11,8,0,26,26,26,26,adelia
3664,0,13,13,4,19,19,0,26,26,26,annetta
3665,3,14,13,0,26,26,26,26,26,26,dona
3666,4,11,8,25,4,1,4,19,7,26,elizebeth
3667,6,4,14,17,6,8,0,13,13,0,georgianna
3668,6,17,0,2,8,4,26,26,26,26,gracie
3669,8,14,13,0,26,26,26,26,26,26,iona
3670,11,4,19,0,26,26,26,26,26,26,leta
3671,11,8,25,0,26,26,26,26,26,26,liza
3672,12,4,17,19,8,4,26,26,26,26,mertie
3673,12,14,11,11,24,26,26,26,26,26,molly
3674,13,4,21,0,26,26,26,26,26,26,neva
3675,14,12,0,26,26,26,26,26,26,26,oma
3676,0,11,8,3,0,26,26,26,26,26,alida
3677,2,4,2,8,11,4,26,26,26,26,cecile
3678,4,17,13,4,18,19,8,13,4,26,ernestine
3679,4,21,8,4,26,26,26,26,26,26,evie
3680,7,4,11,4,13,4,26,26,26,26,helene
3681,12,8,13,13,0,26,26,26,26,26,minna
3682,12,24,17,19,0,26,26,26,26,26,myrta
3683,15,17,20,3,4,13,2,4,26,26,prudence
3684,16,20,4,4,13,26,26,26,26,26,queen
3685,17,8,11,11,0,26,26,26,26,26,rilla
3686,18,0,21,0,13,13,0,7,26,26,savannah
3687,19,4,18,18,8,4,26,26,26,26,tessie
3688,0,6,0,19,7,0,26,26,26,26,agatha
3689,0,12,4,17,8,2,0,26,26,26,america
3690,0,13,8,19,0,26,26,26,26,26,anita
3691,0,17,12,8,13,19,0,26,26,26,arminta
3692,3,14,17,14,19,7,4,0,26,26,dorothea
3693,11,20,21,4,13,8,0,26,26,26,luvenia
3694,12,0,17,9,14,17,8,4,26,26,marjorie
3695,12,0,24,1,4,11,11,4,26,26,maybelle
3696,12,4,11,11,8,4,26,26,26,26,mellie
3697,13,0,13,26,26,26,26,26,26,26,nan
3698,21,4,11,12,0,26,26,26,26,26,velma
3699,2,14,13,18,19,0,13,2,4,26,constance
3700,8,11,0,26,26,26,26,26,26,26,ila
3701,8,14,11,0,26,26,26,26,26,26,iola
3702,11,14,20,21,4,13,8,0,26,26,louvenia
3703,11,20,2,8,0,26,26,26,26,26,lucia
3704,11,20,3,8,4,26,26,26,26,26,ludie
3705,11,20,13,0,26,26,26,26,26,26,luna
3706,12,4,19,19,0,26,26,26,26,26,metta
3707,15,7,4,1,4,26,26,26,26,26,phebe
3708,18,14,15,7,17,14,13,8,0,26,sophronia
3709,0,3,3,0,26,26,26,26,26,26,adda
3710,0,21,8,18,26,26,26,26,26,26,avis
3711,1,4,19,18,24,26,26,26,26,26,betsy
3712,2,14,17,3,8,4,26,26,26,26,cordie
3713,4,12,12,0,11,8,13,4,26,26,emmaline
3714,4,19,7,4,11,24,13,26,26,26,ethelyn
3715,7,14,17,19,4,13,18,4,26,26,hortense
3716,12,0,17,2,4,11,11,0,26,26,marcella
3717,12,4,11,8,13,3,0,26,26,26,melinda
3718,12,14,13,0,26,26,26,26,26,26,mona
3719,14,3,4,18,18,0,26,26,26,26,odessa
3720,21,4,17,14,13,8,2,0,26,26,veronica
3721,0,8,12,4,4,26,26,26,26,26,aimee
3722,0,13,13,0,1,4,11,26,26,26,annabel
3723,0,21,0,26,26,26,26,26,26,26,ava
3724,1,4,11,11,0,26,26,26,26,26,bella
3725,2,0,17,14,11,8,13,0,26,26,carolina
3726,2,0,19,7,17,8,13,4,26,26,cathrine
3727,2,7,17,8,18,19,4,13,0,26,christena
3728,3,4,13,0,26,26,26,26,26,26,dena
3729,4,11,4,0,13,14,17,4,26,26,eleanore
3730,4,11,12,8,17,0,26,26,26,26,elmira
3731,9,4,13,13,24,26,26,26,26,26,jenny
3732,10,8,25,25,8,4,26,26,26,26,kizzie
3733,11,14,20,11,0,26,26,26,26,26,loula
3734,12,0,6,3,0,11,4,13,4,26,magdalene
3735,12,4,19,19,8,4,26,26,26,26,mettie
3736,12,8,13,19,8,4,26,26,26,26,mintie
3737,15,4,6,6,24,26,26,26,26,26,peggy
3738,17,4,1,0,26,26,26,26,26,26,reba
3739,18,4,17,4,13,0,26,26,26,26,serena
3740,21,8,3,0,26,26,26,26,26,26,vida
3741,25,0,3,0,26,26,26,26,26,26,zada
3742,0,1,8,6,0,8,11,26,26,26,abigail
3743,2,4,11,4,18,19,8,13,4,26,celestine
3744,2,4,11,8,13,0,26,26,26,26,celina
3745,3,0,8,18,8,4,26,26,26,26,daisie
3746,3,4,18,18,0,26,26,26,26,26,dessa
3747,4,0,18,19,4,17,26,26,26,26,easter
3748,4,12,4,11,8,0,26,26,26,26,emelia
3749,4,12,12,8,4,26,26,26,26,26,emmie
3750,8,12,14,6,4,13,4,26,26,26,imogene
3751,8,13,3,8,0,26,26,26,26,26,india
3752,9,4,0,13,13,4,26,26,26,26,jeanne
3753,11,4,13,14,17,4,26,26,26,26,lenore
3754,11,8,3,3,8,4,26,26,26,26,liddie
3755,11,14,19,19,0,26,26,26,26,26,lotta
3756,12,0,12,4,26,26,26,26,26,26,mame
3757,13,4,21,0,3,0,26,26,26,26,nevada
3758,17,0,2,7,0,4,11,26,26,26,rachael
3759,18,8,13,0,26,26,26,26,26,26,sina
3760,22,8,11,11,0,26,26,26,26,26,willa
3761,0,11,8,13,4,26,26,26,26,26,aline
3762,3,0,8,18,4,24,26,26,26,26,daisey
3763,3,14,17,2,0,18,26,26,26,26,dorcas
3764,4,3,12,14,13,8,0,26,26,26,edmonia
3765,4,5,5,0,26,26,26,26,26,26,effa
3766,4,11,3,14,17,0,26,26,26,26,eldora
3767,4,11,14,8,18,4,26,26,26,26,eloise
3768,4,12,12,4,17,26,26,26,26,26,emmer
3769,4,17,0,26,26,26,26,26,26,26,era
3770,6,4,13,0,26,26,26,26,26,26,gena
3771,8,17,8,18,26,26,26,26,26,26,iris
3772,8,25,14,17,0,26,26,26,26,26,izora
3773,11,8,18,18,8,4,26,26,26,26,lissie
3774,12,0,11,11,8,4,26,26,26,26,mallie
3775,12,0,11,21,8,13,0,26,26,26,malvina
3776,12,0,19,7,8,11,3,4,26,26,mathilde
3777,12,0,25,8,4,26,26,26,26,26,mazie
3778,16,20,4,4,13,8,4,26,26,26,queenie
3779,17,14,18,8,13,0,26,26,26,26,rosina
3780,18,0,11,14,12,4,26,26,26,26,salome
3781,19,7,4,14,3,14,17,0,26,26,theodora
3782,19,7,4,17,4,18,4,26,26,26,therese
3783,21,4,13,0,26,26,26,26,26,26,vena
3784,22,0,13,3,0,26,26,26,26,26,wanda
3785,22,8,11,3,0,26,26,26,26,26,wilda
3786,0,11,19,7,0,26,26,26,26,26,altha
3787,0,13,0,18,19,0,18,8,0,26,anastasia
3788,1,4,18,18,4,26,26,26,26,26,besse
3789,1,8,17,19,8,4,26,26,26,26,birtie
3790,2,11,0,17,8,18,18,0,26,26,clarissa
3791,3,4,11,8,11,0,7,26,26,26,delilah
3792,3,8,0,13,0,26,26,26,26,26,diana
3793,4,12,4,11,8,4,26,26,26,26,emelie
3794,4,17,13,0,26,26,26,26,26,26,erna
3795,5,11,14,17,8,3,0,26,26,26,florida
3796,5,17,14,13,0,26,26,26,26,26,frona
3797,7,8,11,12,0,26,26,26,26,26,hilma
3798,9,20,11,8,4,19,26,26,26,26,juliet
3799,11,4,14,13,8,4,26,26,26,26,leonie
3800,11,20,6,4,13,8,0,26,26,26,lugenia
3801,12,0,12,12,8,4,26,26,26,26,mammie
3802,12,0,13,3,0,26,26,26,26,26,manda
3803,12,0,13,4,17,21,0,26,26,26,manerva
3804,12,0,13,8,4,26,26,26,26,26,manie
3805,13,4,11,11,0,26,26,26,26,26,nella
3806,15,0,20,11,8,13,0,26,26,26,paulina
3807,15,7,8,11,14,12,4,13,0,26,philomena
3808,18,4,11,8,13,0,26,26,26,26,selina
3809,18,4,13,0,26,26,26,26,26,26,sena
3810,19,7,4,14,3,14,18,8,0,26,theodosia
3811,20,13,0,26,26,26,26,26,26,26,una
3812,0,3,4,11,0,26,26,26,26,26,adela
3813,0,11,19,7,4,0,26,26,26,26,althea
3814,0,12,0,11,8,0,26,26,26,26,amalia
3815,0,12,1,4,17,26,26,26,26,26,amber
3816,0,13,6,4,11,8,13,0,26,26,angelina
3817,0,13,13,0,1,4,11,11,4,26,annabelle
3818,0,13,13,4,17,26,26,26,26,26,anner
3819,0,17,8,4,26,26,26,26,26,26,arie
3820,2,11,0,17,8,2,4,26,26,26,clarice
3821,2,14,17,3,0,26,26,26,26,26,corda
3822,2,14,17,17,8,4,26,26,26,26,corrie
3823,3,4,11,11,0,17,26,26,26,26,dellar
3824,3,14,13,8,4,26,26,26,26,26,donie
3825,4,11,3,0,26,26,26,26,26,26,elda
3826,4,11,8,13,14,17,26,26,26,26,elinor
3827,4,12,4,11,8,13,4,26,26,26,emeline
3828,4,12,8,11,8,0,26,26,26,26,emilia
3829,4,19,7,0,26,26,26,26,26,26,etha
3830,8,13,3,8,0,13,0,26,26,26,indiana
3831,8,14,13,4,26,26,26,26,26,26,ione
3832,9,14,18,8,4,15,7,8,13,4,josiephine
3833,10,8,19,19,24,26,26,26,26,26,kitty
3834,11,0,21,8,13,0,26,26,26,26,lavina
3835,11,4,3,0,26,26,26,26,26,26,leda
3836,11,4,19,19,0,26,26,26,26,26,letta
3837,12,0,7,0,11,0,26,26,26,26,mahala
3838,12,0,17,2,8,0,26,26,26,26,marcia
3839,12,0,17,6,0,17,4,19,19,4,margarette
3840,12,0,20,3,8,4,26,26,26,26,maudie
3841,12,0,24,4,26,26,26,26,26,26,maye
3842,13,14,17,0,7,26,26,26,26,26,norah
3843,15,0,19,19,24,26,26,26,26,26,patty
3844,15,0,20,11,0,26,26,26,26,26,paula
3845,15,4,17,12,4,11,8,0,26,26,permelia
3846,17,14,18,0,11,8,0,26,26,26,rosalia
3847,17,14,23,0,13,13,0,26,26,26,roxanna
3848,18,20,11,0,26,26,26,26,26,26,sula
3849,21,0,3,0,26,26,26,26,26,26,vada
3850,22,8,13,13,8,5,17,4,3,26,winnifred
3851,0,3,11,8,13,4,26,26,26,26,adline
3852,0,11,12,8,17,0,26,26,26,26,almira
3853,0,11,21,4,13,0,26,26,26,26,alvena
3854,0,17,8,25,14,13,0,26,26,26,arizona
3855,1,4,2,10,24,26,26,26,26,26,becky
3856,1,4,17,13,0,3,4,19,19,4,bernadette
3857,2,14,17,3,8,0,26,26,26,26,cordia
3858,2,14,17,8,13,4,26,26,26,26,corine
3859,3,8,2,8,4,26,26,26,26,26,dicie
3860,3,14,21,4,26,26,26,26,26,26,dove
3861,3,17,20,18,8,11,11,0,26,26,drusilla
3862,4,11,4,13,0,26,26,26,26,26,elena
3863,4,11,4,13,14,17,0,26,26,26,elenora
3864,4,11,12,8,13,0,26,26,26,26,elmina
3865,4,19,7,24,11,26,26,26,26,26,ethyl
3866,4,21,0,11,24,13,26,26,26,26,evalyn
3867,4,21,4,11,8,13,0,26,26,26,evelina
3868,5,0,24,4,26,26,26,26,26,26,faye
3869,7,20,11,3,0,7,26,26,26,26,huldah
3870,8,3,4,11,11,26,26,26,26,26,idell
3871,8,13,6,0,26,26,26,26,26,26,inga
3872,8,17,4,13,0,26,26,26,26,26,irena
3873,10,0,19,19,8,4,26,26,26,26,kattie
3874,11,0,21,4,13,8,0,26,26,26,lavenia
3875,11,14,21,8,13,0,26,26,26,26,lovina
3876,11,20,11,8,4,26,26,26,26,26,lulie
3877,12,0,6,13,14,11,8,0,26,26,magnolia
3878,12,0,17,6,4,17,4,19,26,26,margeret
3879,12,0,17,6,4,17,24,26,26,26,margery
3880,12,4,3,8,0,26,26,26,26,26,media
3881,12,8,11,11,8,2,4,13,19,26,millicent
3882,13,4,13,0,26,26,26,26,26,26,nena
3883,14,17,8,11,11,0,26,26,26,26,orilla
3884,15,0,13,18,24,26,26,26,26,26,pansy
3885,17,14,18,8,0,26,26,26,26,26,rosia
3886,17,14,22,4,13,0,26,26,26,26,rowena
3887,19,0,1,8,19,7,0,26,26,26,tabitha
3888,21,4,17,3,8,4,26,26,26,26,verdie
3889,25,4,19,19,0,26,26,26,26,26,zetta
3890,25,14,0,26,26,26,26,26,26,26,zoa
3891,25,14,13,0,26,26,26,26,26,26,zona
3892,0,11,1,4,17,19,8,13,0,26,albertina
3893,0,11,1,8,13,0,26,26,26,26,albina
3894,0,11,24,2,4,26,26,26,26,26,alyce
3895,0,12,8,4,26,26,26,26,26,26,amie
3896,0,13,13,8,18,26,26,26,26,26,annis
3897,2,0,17,17,0,26,26,26,26,26,carra
3898,2,11,0,17,8,13,3,0,26,26,clarinda
3899,3,4,11,15,7,8,0,26,26,26,delphia
3900,3,8,11,11,8,4,26,26,26,26,dillie
3901,3,14,18,7,8,4,26,26,26,26,doshie
3902,3,17,20,2,8,11,11,0,26,26,drucilla
3903,4,19,13,0,26,26,26,26,26,26,etna
3904,4,20,6,4,13,8,4,26,26,26,eugenie
3905,4,20,11,0,11,8,0,26,26,26,eulalia
3906,4,21,4,26,26,26,26,26,26,26,eve
3907,5,4,11,8,2,8,0,26,26,26,felicia
3908,5,11,14,17,0,13,2,4,26,26,florance
3909,5,17,14,13,8,4,26,26,26,26,fronie
3910,6,4,17,0,11,3,8,13,4,26,geraldine
3911,6,8,13,0,26,26,26,26,26,26,gina
3912,6,11,4,13,13,0,26,26,26,26,glenna
3913,6,17,0,24,2,4,26,26,26,26,grayce
3914,7,4,3,22,8,6,26,26,26,26,hedwig
3915,9,14,18,18,8,4,26,26,26,26,jossie
3916,10,0,19,7,4,17,24,13,26,26,katheryn
3917,10,0,19,24,26,26,26,26,26,26,katy
3918,11,4,0,13,13,0,26,26,26,26,leanna
3919,11,4,8,19,7,0,26,26,26,26,leitha
3920,11,4,14,13,4,26,26,26,26,26,leone
3921,11,8,3,8,4,26,26,26,26,26,lidie
3922,11,14,12,0,26,26,26,26,26,26,loma
3923,11,20,11,0,17,26,26,26,26,26,lular
3924,12,0,6,3,0,11,4,13,26,26,magdalen
3925,12,0,24,12,8,4,26,26,26,26,maymie
3926,12,8,13,4,17,21,8,0,26,26,minervia
3927,12,20,17,8,4,11,26,26,26,26,muriel
3928,13,4,15,15,8,4,26,26,26,26,neppie
3929,14,13,8,4,26,26,26,26,26,26,onie
3930,14,18,0,26,26,26,26,26,26,26,osa
3931,14,19,4,11,8,0,26,26,26,26,otelia
3932,15,0,17,0,11,4,4,26,26,26,paralee
3933,15,0,19,8,4,13,2,4,26,26,patience
3934,17,4,11,11,0,26,26,26,26,26,rella
3935,17,8,11,11,8,4,26,26,26,26,rillie
3936,17,14,18,0,13,13,0,26,26,26,rosanna
3937,19,8,11,3,0,26,26,26,26,26,tilda
3938,19,8,18,7,8,4,26,26,26,26,tishie
3939,19,17,4,18,18,0,26,26,26,26,tressa
3940,21,8,21,0,26,26,26,26,26,26,viva
3941,24,4,19,19,0,26,26,26,26,26,yetta
3942,25,4,13,0,26,26,26,26,26,26,zena
3943,25,14,11,0,26,26,26,26,26,26,zola
3944,0,1,1,24,26,26,26,26,26,26,abby
3945,0,8,11,4,4,13,26,26,26,26,aileen
3946,0,11,3,0,26,26,26,26,26,26,alda
3947,0,11,11,0,26,26,26,26,26,26,alla
3948,0,11,21,4,17,19,0,26,26,26,alverta
3949,0,17,0,26,26,26,26,26,26,26,ara
3950,0,17,3,4,11,8,0,26,26,26,ardelia
3951,0,17,3,4,11,11,0,26,26,26,ardella
3952,0,17,17,8,4,26,26,26,26,26,arrie
3953,0,17,21,8,11,11,0,26,26,26,arvilla
3954,0,20,17,14,17,0,26,26,26,26,aurora
3955,1,0,12,0,26,26,26,26,26,26,bama
3956,1,4,13,0,26,26,26,26,26,26,bena
3957,2,0,11,11,0,26,26,26,26,26,calla
3958,2,0,12,8,11,11,0,26,26,26,camilla
3959,2,0,17,11,14,19,19,0,26,26,carlotta
3960,2,4,11,4,18,19,8,0,26,26,celestia
3961,2,7,4,17,17,24,26,26,26,26,cherry
3962,2,8,13,3,0,26,26,26,26,26,cinda
3963,2,11,0,18,18,8,4,26,26,26,classie
3964,2,11,0,20,3,8,13,4,26,26,claudine
3965,2,11,4,12,8,4,26,26,26,26,clemie
3966,2,11,24,3,0,26,26,26,26,26,clyda
3967,2,17,4,14,11,0,26,26,26,26,creola
3968,3,4,1,1,8,4,26,26,26,26,debbie
3969,3,8,13,0,7,26,26,26,26,26,dinah
3970,3,14,18,7,8,0,26,26,26,26,doshia
3971,4,3,13,0,7,26,26,26,26,26,ednah
3972,4,3,24,19,7,26,26,26,26,26,edyth
3973,4,11,4,0,13,14,17,0,26,26,eleanora
3974,4,11,4,2,19,0,26,26,26,26,electa
3975,4,14,11,0,26,26,26,26,26,26,eola
3976,4,20,3,14,17,0,26,26,26,26,eudora
3977,4,20,15,7,4,12,8,0,26,26,euphemia
3978,4,21,0,11,4,13,0,26,26,26,evalena
3979,4,21,0,11,8,13,4,26,26,26,evaline
3980,5,0,8,19,7,26,26,26,26,26,faith
3981,5,8,3,4,11,8,0,26,26,26,fidelia
3982,6,14,11,3,0,26,26,26,26,26,golda
3983,7,4,11,12,0,26,26,26,26,26,helma
3984,7,4,17,12,8,13,4,26,26,26,hermine
3985,7,4,18,18,8,4,26,26,26,26,hessie
3986,8,21,0,7,26,26,26,26,26,26,ivah
3987,9,0,13,4,19,19,4,26,26,26,janette
3988,9,4,13,13,4,19,19,4,26,26,jennette
3989,9,14,4,11,11,0,26,26,26,26,joella
3990,10,0,19,7,17,24,13,4,26,26,kathryne
3991,11,0,13,8,4,26,26,26,26,26,lanie
3992,11,0,20,17,4,19,19,0,26,26,lauretta
3993,11,4,0,13,0,26,26,26,26,26,leana
3994,11,4,0,19,7,0,26,26,26,26,leatha
3995,11,8,11,11,4,17,26,26,26,26,liller
3996,11,8,11,11,8,18,26,26,26,26,lillis
3997,11,14,20,4,19,19,0,26,26,26,louetta
3998,12,0,3,8,4,26,26,26,26,26,madie
3999,12,0,8,26,26,26,26,26,26,26,mai
4000,12,0,17,19,8,13,0,26,26,26,martina
4001,12,0,17,24,0,13,13,26,26,26,maryann
4002,12,4,11,21,0,26,26,26,26,26,melva
4003,12,4,13,0,26,26,26,26,26,26,mena
4004,12,4,17,2,4,3,4,18,26,26,mercedes
4005,12,8,12,0,26,26,26,26,26,26,mima
4006,12,8,13,3,0,26,26,26,26,26,minda
4007,12,14,13,8,2,0,26,26,26,26,monica
4008,13,4,0,11,8,4,26,26,26,26,nealie
4009,13,4,19,19,0,26,26,26,26,26,netta
4010,13,14,11,8,0,26,26,26,26,26,nolia
4011,13,14,13,8,4,26,26,26,26,26,nonie
4012,14,3,4,11,8,0,26,26,26,26,odelia
4013,14,19,19,8,11,8,4,26,26,26,ottilie
4014,15,7,24,11,11,8,18,26,26,26,phyllis
4015,18,0,1,8,13,0,26,26,26,26,sabina
4016,18,0,3,0,26,26,26,26,26,26,sada
4017,18,20,25,0,13,13,4,26,26,26,suzanne
